gf_id	category	lemma	governed_case	representative_synsets	sources	source_details	validation_status	exact_lexicon_function	alternate_lexicon_functions	flags
person_kreativ_N	N	person kreativ			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
person_mashkull_N	N	person mashkull			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
person_me_influence_N	N	person me influencë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
person_pa_pervoje_N	N	person pa përvojë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
personalitet_N	N	personalitet			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
personazh_N	N	personazh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
personazhe_N	N	personazhe			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
personel_N	N	personel			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
personel_ushtarak_N	N	personel ushtarak			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
personifikim_N	N	personifikim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
personizim_N	N	personizim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perzjerje_N	N	perzjerje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
perendi_N	N	perëndi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
peshk_N	N	peshk			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | fish_N	baseline_lexicon_exact	fish_N		lexicon_sqi_exact,pos_from_wordnet
peshku_shtize_N	N	peshku shtizë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
peshe_N	N	peshë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
peticion_N	N	peticion			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pezmatim_N	N	pezmatim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pezullim_N	N	pezullim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pezullim_nga_puna_N	N	pezullim nga puna			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
phylum_N	N	phylum			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
piano_N	N	piano			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pianoforte_N	N	pianoforte			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
piedestal_N	N	piedestal			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pigment_N	N	pigment			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pije_N	N	pije			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pije_alkoolike_N	N	pije alkoolike			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pije_dehese_N	N	pije dehëse			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pije_e_forte_N	N	pije e forte			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pije_e_rende_N	N	pije e rende			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pijetore_N	N	pijetore			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pika_vatrore_N	N	pika vatrore			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pike_N	N	pike			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pike_e_mesit_N	N	pike e mesit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pike_gjeografike_N	N	pike gjeografike			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pike_kufi_N	N	pike kufi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pike_kufitare_kryesore_N	N	pike kufitare kryesore			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pike_qiellore_N	N	pike qiellore			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pike_referimi_N	N	pike referimi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pike_topografike_N	N	pike topografike			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pikture_N	N	pikturë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pikture_kinemaje_N	N	pikturë kinemaje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pikveshtrim_N	N	pikveshtrim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pike_N__2	N	pikë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pike_kohore_N	N	pikë kohore			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pike_ushtarake_repart_N	N	pikë ushtarake ,repart			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet,punctuation
pikellim_N	N	pikëllim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pikenisje_N	N	pikënisje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pikepamje_N	N	pikëpamje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pileus_N	N	pileus			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pingule_N	N	pingule			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
piper_N	N	piper			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
piramida_N	N	piramida			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pirg_N	N	pirg			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pirg_dheu_N	N	pirg dheu			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
piste_fluturimi_N	N	pistë fluturimi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pixel_N	N	pixel			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pjate_N	N	pjatë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pjatez_N	N	pjatëz			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pjellje_N	N	pjellje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pjerresi_N	N	pjerrësi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pjesa_e_barkut_N	N	pjesa e barkut			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_N	N	pjese			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pjese_aksioni_N	N	pjese aksioni			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_e_fjalimit_N	N	pjese e fjalimit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_e_jashtme_N	N	pjese e jashtme			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_e_perparme_N	N	pjese e perparme			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_krahine_N	N	pjese krahinë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_letre_N	N	pjese letre			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_toke_N	N	pjese toke			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_veprimi_N	N	pjese veprimi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_N__2	N	pjesë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pjese_bashkuese_N	N	pjesë bashkuese			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_bime_N	N	pjesë bime			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_e_punes_N	N	pjesë e punës			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_e_trupit_N	N	pjesë e trupit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_loje_N	N	pjesë loje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_perberese_N	N	pjesë përbërëse			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjese_qendrore_N	N	pjesë qëndrore			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjesemarrje_N	N	pjesëmarrje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pjesemarrje_ne_dyluftim_N	N	pjesëmarrje ne dyluftim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjesemarrjes_N	N	pjesëmarrjes			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pjeset_e_jashtme_te_trupit_N	N	pjesët e jashtme të trupit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjeset_fizike_te_kompjuterit_N	N	pjesët fizike të kompjuterit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjesetar_N	N	pjesëtar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pjesetar_fakulteti_N	N	pjesëtar fakulteti			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pjesetim_N	N	pjesëtim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plage_N	N	plagë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plak_N	N	plak			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plan_N	N	plan			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plane_N	N	plane			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
planer_N	N	planer			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
planet_N	N	planet			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | planet_N	baseline_lexicon_exact	planet_N		lexicon_sqi_exact,pos_from_wordnet
plani_i_aktit_N	N	plani i aktit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
planifikim_N	N	planifikim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plantacion_N	N	plantacion			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plasaritje_N	N	plasaritje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plasje_N	N	plasje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plastike_N	N	plastikë			Baseline LexiconSqi	plastic_N	baseline_lexicon_exact	plastic_N		lexicon_sqi_exact
placente_N	N	plaçentë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
placka_N	N	plaçka			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
placke_N	N	plaçkë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pleqeri_N	N	pleqëri			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pllake_N	N	pllakë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plotesim_N	N	plotësim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plotesues_N	N	plotësues			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pluhur_N	N	pluhur			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | dust_N	baseline_lexicon_exact	dust_N		lexicon_sqi_exact,pos_from_wordnet
pluhurzim_N	N	pluhurzim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pluhurzoj_N	N	pluhurzoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plumb_N	N	plumb			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plumbe_N	N	plumbë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
plutonium_N	N	plutonium			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
poem_N	N	poem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
poet_N	N	poet			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
poker_N	N	poker			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pol_verior_N	N	pol verior			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
polarizim_N	N	polarizim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
polic_N	N	polic			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | policeman_N	baseline_lexicon_exact	policeman_N		lexicon_sqi_exact,pos_from_wordnet
polici_N	N	polici			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
politikan_N	N	politikan			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
politike_N	N	politike			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
politike_N__2	N	politikë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
popullaritet_N	N	popullaritet			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
popullate_N	N	popullate			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
popullate_N__2	N	popullatë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
popullim_N	N	popullim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
popullor_N	N	popullor			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
popullsi_N	N	popullsi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
porcion_N	N	porcion			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
porosi_N	N	porosi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
port_N	N	port			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | harbour_N	baseline_lexicon_exact	harbour_N		lexicon_sqi_exact,pos_from_wordnet
port_detar_N	N	port detar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
portret_N	N	portret			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
portretizim_N	N	portretizim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
porte_N	N	portë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
posedim_material_N	N	posedim material			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
posedoj_N	N	posedoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
posedues_N	N	posedues			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
poshterim_N	N	poshtërim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
poshtersi_N	N	poshtërsi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
posicion_N	N	posicion			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
post_N	N	post			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
post_roje_N	N	post roje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
poste_N	N	poste			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
potencial_N	N	potencial			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
potere_N	N	potere			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
potpuri_N	N	potpuri			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pozicion_N	N	pozicion			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pozicion_kendi_N	N	pozicion këndi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pozicionoj_N	N	pozicionoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pozite_N	N	pozitë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
praktikues_dentar_N	N	praktikues dentar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
praktike_N	N	praktikë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prani_N	N	prani			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pranim_N	N	pranim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pranvere_N	N	pranverë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prapa_N	N	prapa			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prapanice_N	N	prapanicë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prapesi_N	N	prapësi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
predhe_drejtuese_shkaterruese_N	N	predhë drejtuese shkatërruese			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
preh_N	N	preh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prehistori_N	N	prehistori			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prejardhes_N	N	prejardhes			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prejardhje_N	N	prejardhje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prek_N	N	prek			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prekje_N	N	prekje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
premtim_N	N	premtim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
premtim_i_shenjte_N	N	premtim i shenjtë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
preokupim_N	N	preokupim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
preparat_N	N	preparat			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prerje_N	N	prerje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prerje_monedhash_N	N	prerje monedhash			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
president_N	N	president			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
presion_moral_N	N	presion moral			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
pretendent_N	N	pretendent			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prezantim_N	N	prezantim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prezantim_publik_N	N	prezantim publik			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
prift_N	N	prift			Baseline LexiconSqi	priest_N	baseline_lexicon_exact	priest_N		lexicon_sqi_exact
prifteri_N	N	priftëri			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prijes_N	N	prijës			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
primat_N	N	primat			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
principi_jetesor_N	N	principi jetësor			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
principi_thelbesore_N	N	principi thelbësorë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
prind_N	N	prind			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prind_mashkull_N	N	prind mashkull			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
prindi_femer_N	N	prindi femer			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
prinder_N	N	prindër			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prirje_N	N	prirje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prishje_N	N	prishje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prishur_N	N	prishur			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pritje_N	N	pritje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prite_N	N	pritë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
problem_shendetesor_N	N	problem shëndetësor			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
procedure_N	N	procedure			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
procedure_ligjore_N	N	procedure ligjore			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
proces_N	N	proces			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
proces_biologjik_N	N	proces biologjik			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
proces_i_njohjes_minimale_N	N	proces i njohjes minimale			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
proces_i_njohjes_se_larte_N	N	proces i njohjes së lartë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
proces_i_pavetedijshem_N	N	proces i pavetëdijshëm			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
proces_organik_N	N	proces organik			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
proces_psikik_N	N	proces psikik			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
prodhim_N	N	prodhim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prodhim_artistik_N	N	prodhim artistik			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
prodhime_N	N	prodhime			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prodhime_baxho_N	N	prodhime baxho			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
prodhues_N	N	prodhues			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
producent_N	N	producent			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
produkt_N	N	produkt			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
produkte_N	N	produkte			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
produkti_perfundimtar_N	N	produkti përfundimtar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
produktiv_N	N	produktiv			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prof_N	N	prof			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
profesion_N	N	profesion			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
profesionist_N	N	profesionist			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
profesionist_shendeti_N	N	profesionist shëndeti			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
profesor_N	N	profesor			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
program_N	N	program			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
program_kompjuterik_N	N	program kompjuterik			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
program_librarie_N	N	program librarie			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
progres_N	N	progres			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
progresion_N	N	progresion			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
projektim_N	N	projektim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
promotor_N	N	promotor			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pronar_N	N	pronar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prone_N	N	prone			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
prone_N__2	N	pronë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
pronesi_N	N	pronësi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
propozim_N	N	propozim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
